Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Rubik Configuration (product.metafields.craftshift.rubik_configuration),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Características de la ropa deportiva (product.metafields.shopify.activewear-clothing-features),Actividad (product.metafields.shopify.activity),Grupo de edad (product.metafields.shopify.age-group),Características de la ropa (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Tejido (product.metafields.shopify.fabric),Encaje (product.metafields.shopify.fit),Cuello (product.metafields.shopify.neckline),Tipo de largo de los pantalones (product.metafields.shopify.pants-length-type),Talla (product.metafields.shopify.size),Tipo de longitud de la manga (product.metafields.shopify.sleeve-length-type),Sexo objetivo (product.metafields.shopify.target-gender),Tipo de largo del top (product.metafields.shopify.top-length-type),Altura de cintura (product.metafields.shopify.waist-rise),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tirante2,CAMISETA TIRANTE F3 SHEET MUJER,"<p>Camiseta tirante F3 Sheet diseñada para mujeres que buscan combinar estilo y mensaje inspirador. En la parte delantera, un óvalo con ilustraciones simula una chapa pegada a la prenda, aportando un toque visual único. En la espalda, un poderoso texto en inglés transmite la filosofía de Flex Form Fitness: ""La fuerza no viene de ganar. Tus luchas desarrollan tus fortalezas. Cuando sigues a pesar de las dificultades, eso es fuerza"". Complementan el diseño el logo de F3 y la marca Flex Form Fitness, posicionados estratégicamente en la parte trasera. Fabricada con atención al detalle, refleja los valores de superación y resiliencia que caracterizan a la marca.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_tirante_mujer.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas de manga corta,"","",true,Color,negro,product.metafields.shopify.color-pattern,Talla,xs,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02027.jpg?v=1778108574,1,"",false,,,,,,,,,,,,,,,,,universal-3,adultos,,negro,algodon,,redondo-2,,xs; s; m,sin-mangas-4,femenino-6,largo,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02027.jpg?v=1778108574,kg,,,active
tirante2,,,,,,,,,negro,,,s,,,,,,0.0,shopify,4,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02008_105a6562-c309-4805-b313-832f53ba129c.jpg?v=1778108571,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02027.jpg?v=1778108574,kg,,,
tirante2,,,,,,,,,negro,,,m,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02034.jpg?v=1778108577,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02027.jpg?v=1778108574,kg,,,
tirante2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02050.jpg?v=1778108588,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tirante2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01993.jpg?v=1778108592,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camiseta-mujer-copia,CAMISETA TIRANTE CAYENNE FLAMÉ MUJER,"<p>Camiseta de tirantes femenina confeccionada en 100% algodón flameado, suave y transpirable. Diseño exclusivo con costuras laterales reforzadas y amplio escote en la espalda para máxima comodidad. En la parte delantera, el icónico logo F3 con cayena integrada destaca en grande, coronado por el logo de Flex Form Fitness superpuesto. En la espalda, una cayena prominente en el lateral derecho enmarca el logo F3 en versión reducida, asomándose sutilmente entre los detalles. Prenda de impacto visual, perfecta para entrenamientos y uso casual. Combina funcionalidad con un diseño gráfico audaz que personifica la marca.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_tirante_flame_mujer.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas de manga corta,"","",true,Color,negro,product.metafields.shopify.color-pattern,Talla,xs,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01968.jpg?v=1778108492,1,"",false,,,,,,,,,,,,,,,,,,,,negro; blanco,,,,,xs; m; s,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01968.jpg?v=1778108492,kg,,,active
camiseta-mujer-copia,,,,,,,,,negro,,,m,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02742.jpg?v=1778108911,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01968.jpg?v=1778108492,kg,,,
camiseta-mujer-copia,,,,,,,,,negro,,,s,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01964.jpg?v=1778108489,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01968.jpg?v=1778108492,kg,,,
camiseta-mujer-copia,,,,,,,,,blanco,,,xs,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01977.jpg?v=1778108503,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02778.jpg?v=1778108952,kg,,,
camiseta-mujer-copia,,,,,,,,,blanco,,,m,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01960.jpg?v=1778108518,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02778.jpg?v=1778108952,kg,,,
camiseta-mujer-copia,,,,,,,,,blanco,,,s,,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02783.jpg?v=1778108904,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02778.jpg?v=1778108952,kg,,,
camiseta-mujer-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02737.jpg?v=1778108924,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camiseta-mujer-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02778.jpg?v=1778108952,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,TOP F3 MUJER,"<p>Top fitness transpirable y elástico diseñado para máximo confort durante tus entrenamientos. Confeccionado sin costuras para evitar rozaduras y garantizar una experiencia cómoda en cada movimiento. Escote redondo clásico combinado con espalda de tirantes cruzados que ofrecen sujeción y un diseño moderno y favorecedor. El pequeño logo F3 estampado en la parte delantera derecha, justo encima del pecho, añade un detalle de marca sutil y elegante. En la espalda luce el estampado de marca Flex Form Fitness, reflejando la identidad de la colección. Perfecto para entrenamientos intensos, yoga o uso casual deportivo.</p>
<p> </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_tops.png?v=1779367718"" alt="""" style=""font-size: 0.875rem;""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos,"","",true,Color,morado,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,27.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC03835.jpg?v=1779272066,1,"",false,,,,,,,,,,,,,,,,,fitness,adultos,elastico,morado; azul-oscuro,poliester,,,,s; m,,femenino-4,top-corto-1,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02379.jpg?v=1778108206,kg,,,active
top,,,,,,,,,morado,,,m,,,,,,0.0,shopify,0,deny,manual,27.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02379.jpg?v=1778108206,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02379.jpg?v=1778108206,kg,,,
top,,,,,,,,,azul-oscuro,,,s,,,,,,0.0,shopify,2,deny,manual,27.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC03841.jpg?v=1779272066,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC03835.jpg?v=1779272066,kg,,,
top,,,,,,,,,azul-oscuro,,,m,,,,,,0.0,shopify,1,deny,manual,27.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02409.jpg?v=1778108251,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC03835.jpg?v=1779272066,kg,,,
top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02375_91cc6314-c7f7-4cc4-a3c7-6ab3640a422d.jpg?v=1778108210,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02431.jpg?v=1778108246,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC03847.jpg?v=1779272067,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camiseta-mujer,CAMISETA FLEXIBILITY CAYENE MUJER,"<p>Camiseta femenina de 210 g/m² confeccionada con 70% algodón y 30% poliéster Fibra Sorona®, una fibra innovadora de origen vegetal que combina comodidad y sostenibilidad. Diseño exclusivo con estampado de cayena y logo de Flex Form en el pecho. En la espalda, la misma cayena acompaña el logo F3 y el mensaje ""There is Strength in flexibility"", reflejando nuestra filosofía de movimiento y resistencia. Prenda versátil, perfecta para entrenamientos, uso casual o como parte de tu colección de fitness. La mezcla de materiales garantiza transpirabilidad y un ajuste cómodo durante todo el día.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_sorona_mujer.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas de manga corta,"","",true,Color,blanco,product.metafields.shopify.color-pattern,Talla,xs,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,28.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02600.jpg?v=1778108099,1,"",false,,,,,,,,,,,,,,,,,,adultos,,blanco,,,cuello-redondo,,xs; s; m,corto,femenino-2,medio; largo,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02600.jpg?v=1778108099,kg,,,active
camiseta-mujer,,,,,,,,,blanco,,,s,,,,,,0.0,shopify,2,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02620.jpg?v=1778108008,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02600.jpg?v=1778108099,kg,,,
camiseta-mujer,,,,,,,,,blanco,,,m,,,,,,0.0,shopify,2,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02652.jpg?v=1778108092,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02600.jpg?v=1778108099,kg,,,
camiseta-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02617.jpg?v=1778108096,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nosecuales,CAMISETA SIN MANGA FEEL VICTORYS HOMBRE,"<p>Camiseta sin manga diseñada para inspirar tu transformación física y personal. En la parte delantera, el logo F3 en tinta metalizada con contorno blanco marca tu compromiso con el crecimiento. En la espalda, una síntesis gráfica de mancuerna con cadenas acompaña los textos curvados ""Feel victory's weight"" y ""Build your success"" — un recordatorio diario de que cada entrenamiento te acerca a tus metas. Tejido ligero de 145 g/m². Perfecta para entrenamientos intensos o para llevar tu mentalidad de victoria en el día a día.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_sin_manga_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas sin mangas,"","",true,Color,azul-metalizado,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,3,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02799.jpg?v=1779229105,1,"",false,,,,,,,,,,,,,,,,,universal-2,adultos,,azul-metalizado; dorado,algodon,,redondo-1,,s; m; l; xl,sin-mangas-3,unisex,medio,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02799.jpg?v=1779229105,kg,,,active
nosecuales,,,,,,,,,azul-metalizado,,,m,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02806.jpg?v=1779229106,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02799.jpg?v=1779229105,kg,,,
nosecuales,,,,,,,,,azul-metalizado,,,l,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01841.jpg?v=1779229105,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02799.jpg?v=1779229105,kg,,,
nosecuales,,,,,,,,,azul-metalizado,,,xl,,,,,,0.0,shopify,0,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02810.jpg?v=1779229105,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02799.jpg?v=1779229105,kg,,,
nosecuales,,,,,,,,,dorado,,,s,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01822.jpg?v=1779229105,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01841.jpg?v=1779229105,kg,,,
nosecuales,,,,,,,,,dorado,,,m,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01839.jpg?v=1779229105,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01841.jpg?v=1779229105,kg,,,
nosecuales,,,,,,,,,dorado,,,l,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01908.jpg?v=1779229105,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01841.jpg?v=1779229105,kg,,,
nosecuales,,,,,,,,,dorado,,,xl,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC01841.jpg?v=1779229105,kg,,,
leggins-copia,LEGGING CURVE F3 MUJER,"<p>Legging Curve F3: diseño revolucionario para quien se atreve a destacar. Fabricado en 255 g/m² de material reciclado compresora, ofrece soporte y comodidad en cada movimiento. Cintura ancha siliconada que se adapta sin deslizar, corte láser en la cintura para un acabado impecable y costuras anti roce en todas las piezas para máxima libertad de movimiento. El estampado Flex Form Fitness con logo F3 curvado sigue las líneas naturales de la malla en el lateral izquierdo, mientras que el lateral derecho luce el branding a la altura del tobillo en un tamaño generoso que llega hasta el gemelo. Legging poco convencional, llamativo y pensado para quien busca expresar su estilo fitness sin compromisos. Sostenible, funcional y diseñado para destacar.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_leggings_3dc28093-97f7-42fb-bdbd-8edf76e2d056.png?v=1779693450"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Pantalones deportivos > Leggings,"","",true,Color,verde-claro,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,0,deny,manual,39.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02173.jpg?v=1778107532,1,"",false,,,,,,,,,,,,,,,,compresion,universal-2,adultos,,verde-claro; negro,,pierna-estrecha; corte-delgado,,largo,s; m,,femenino,,alto,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02173.jpg?v=1778107532,kg,,,active
leggins-copia,,,,,,,,,verde-claro,,,m,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02666.jpg?v=1778108059,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02173.jpg?v=1778107532,kg,,,
leggins-copia,,,,,,,,,negro,,,s,,,,,,0.0,shopify,0,deny,manual,39.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02151.jpg?v=1778107547,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02666.jpg?v=1778108059,kg,,,
leggins-copia,,,,,,,,,negro,,,m,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02587.jpg?v=1778107894,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02666.jpg?v=1778108059,kg,,,
leggins-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02167.jpg?v=1778107530,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leggins-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02093.jpg?v=1778107642,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leggins-negro-copia,LEGGING FLEX FORM,"<p>Legging Flex Form para destacar en el gimnasio. Fabricado en tejido de alta compresión de 255 g/m², este legging ofrece soporte, comodidad y alto performance en cada movimiento. La cintura ancha siliconada se ajusta sin deslizarse, mientras que el corte láser proporciona un acabado limpio y moderno. Las costuras anti roce en todas sus piezas garantizan libertad de movimiento sin irritaciones.</p>
<p>Lo que lo hace único: estampados grandes y audaces. El segmentado del logo (Form Fitness) domina el lado izquierdo, mientras que el otro segmento (Flex) se despliega en el muslo derecho. Un legging que no pasa desapercibido, perfecto para quien busca estilo poco convencional sin sacrificar rendimiento. Compresión y diseño inteligente. </p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_leggings_3dc28093-97f7-42fb-bdbd-8edf76e2d056.png?v=1779693450"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Pantalones deportivos > Leggings,"","",true,Color,azul-oscuro,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,0,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02210.jpg?v=1778107183,1,"",false,,,,,,,,,,,,,,,,compresion; diseno-antirrozaduras,universal,adultos,,azul-oscuro; morado,poliester; sintetico,corte-delgado; pierna-estrecha,,largo,s; m,,femenino,,alto,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02210.jpg?v=1778107183,kg,,,active
leggins-negro-copia,,,,,,,,,azul-oscuro,,,m,,,,,,0.0,shopify,2,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC03413.jpg?v=1779281632,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02210.jpg?v=1778107183,kg,,,
leggins-negro-copia,,,,,,,,,morado,,,s,,,,,,0.0,shopify,1,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC03426.jpg?v=1779281632,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
leggins-negro-copia,,,,,,,,,morado,,,m,,,,,,0.0,shopify,3,deny,manual,39.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02245.jpg?v=1778107187,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
leggins-negro-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC02191.jpg?v=1778107337,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leggins-negro-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC03434.jpg?v=1779281632,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leggins-negro-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC03491.jpg?v=1779281632,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leggins-negro-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/DSC03507.jpg?v=1779281632,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camiseta-sin-manga-crescent-moon-hombre,CAMISETA SIN MANGA CRESCENT MOON HOMBRE,"<p>Camiseta sin manga Crescent Moon confeccionada en tela de 145 g/m². El diseño frontal presenta el logo F3 rodeado de formas circulares incompletas y superpuestas que evocan órbitas y energía cinética. Las líneas irregulares y el acabado erosionado transmiten movimiento, potencia y dinamismo, con una estética de tinta envejecida que añade carácter único. En la espalda, el mismo motivo se amplifica en tamaño, coronado por el nombre Flex Form Fitness, creando un impacto visual potente que refleja tu actitud hacia el entrenamiento y la transformación. Perfecta para entrenamientos intensos, uso casual o cualquier momento donde quieras expresar tu energía sin límites.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/1042/6626/9009/files/Medidas_camiseta_sin_manga_hombre.png?v=1779367718"" alt=""""></p>",Flex Form Fitness,Ropa y accesorios > Prendas de vestir > Ropa deportiva > Tops deportivos > Camisetas sin mangas,"","",true,Color,rojo,product.metafields.shopify.color-pattern,Talla,s,product.metafields.shopify.size,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_ffff3fe2-69e3-480c-8204-193be26a71e0.jpg?v=1778956617,1,"",false,,,,,,,,,,,,,,,,,,adultos,,rojo; blanco,algodon,,redondo-1; cuello-redondo,,s; m; l; xl,sin-mangas-3,masculino,largo,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_ffff3fe2-69e3-480c-8204-193be26a71e0.jpg?v=1778956617,kg,,,active
camiseta-sin-manga-crescent-moon-hombre,,,,,,,,,rojo,,,m,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b01a2771-1552-4007-aaea-84840cbcc78c.jpg?v=1778956625,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_ffff3fe2-69e3-480c-8204-193be26a71e0.jpg?v=1778956617,kg,,,
camiseta-sin-manga-crescent-moon-hombre,,,,,,,,,rojo,,,l,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_f0d59413-9350-4a4d-b7ca-af2250a7d755.jpg?v=1778956617,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_ffff3fe2-69e3-480c-8204-193be26a71e0.jpg?v=1778956617,kg,,,
camiseta-sin-manga-crescent-moon-hombre,,,,,,,,,rojo,,,xl,,,,,,0.0,shopify,1,deny,manual,29.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK2_f403033a-1bd3-4da2-b1e8-29faf8472fdd.jpg?v=1778956625,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_ffff3fe2-69e3-480c-8204-193be26a71e0.jpg?v=1778956617,kg,,,
camiseta-sin-manga-crescent-moon-hombre,,,,,,,,,blanco,,,s,,,,,,0.0,shopify,2,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK3_3177a375-0531-4565-aef6-7ef1d2333146.jpg?v=1778956616,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/6626/9009/files/OK1_b01a2771-1552-4007-aaea-84840cbcc78c.jpg?v=1778956625,kg,,,
